timestamp,query_type,hit,latency_ms,zone,cache_key
1777488271819,q2,1,3,Z4,N/A
1777488271820,q1,0,11,Z4,N/A
1777488271820,q2,0,11,Z4,N/A
1777488271821,q1,0,12,Z2,N/A
1777488271822,q1,0,12,Z3,N/A
1777488271823,q3,0,12,Z2,N/A
1777488271824,q1,0,15,Z5,N/A
1777488271825,q3,0,15,Z1,N/A
1777488271826,q1,0,16,Z5,N/A
1777488271826,q2,0,19,Z4,N/A
1777488271827,q4,0,16,Z1,N/A
1777488272815,q5,1,3,Z3,N/A
1777488272820,q2,1,4,Z3,N/A
1777488272821,q4,1,4,Z4,N/A
1777488272821,q3,1,5,Z2,N/A
1777488272822,q1,1,4,Z4,N/A
1777488272824,q1,1,5,Z5,N/A
1777488272826,q1,1,5,Z3,N/A
1777488272827,q1,1,5,Z1,N/A
1777488272828,q4,1,5,Z1,N/A
1777488272829,q1,1,5,Z1,N/A
1777488272830,q5,0,19,Z3,N/A
1777488272831,q2,0,20,Z3,N/A
1777488272832,q4,0,20,Z4,N/A
1777488272833,q3,0,20,Z2,N/A
1777488272834,q1,0,21,Z4,N/A
1777488272836,q1,0,21,Z5,N/A
1777488272836,q1,0,22,Z3,N/A
1777488272837,q1,0,22,Z1,N/A
1777488272838,q4,0,22,Z1,N/A
1777488272838,q1,0,23,Z1,N/A
1777488273821,q3,1,6,Z1,N/A
1777488273827,q1,1,7,Z2,N/A
1777488273828,q4,1,7,Z2,N/A
1777488273829,q1,1,7,Z5,N/A
1777488273830,q3,1,7,Z2,N/A
1777488273831,q3,1,7,Z1,N/A
1777488273832,q4,1,7,Z1,N/A
1777488273833,q4,1,7,Z1,N/A
1777488273835,q5,1,6,Z1,N/A
1777488273836,q2,1,6,Z4,N/A
1777488273837,q3,0,28,Z1,N/A
1777488273838,q1,0,27,Z2,N/A
1777488273839,q4,0,27,Z2,N/A
1777488273840,q1,0,27,Z5,N/A
1777488273840,q3,0,28,Z2,N/A
1777488273841,q5,0,28,Z1,N/A
1777488273841,q2,0,28,Z4,N/A
1777488273842,q3,0,28,Z1,N/A
1777488273842,q4,0,28,Z1,N/A
1777488273844,q4,0,28,Z1,N/A
1777488274817,q2,1,3,Z2,N/A
1777488274818,q3,1,2,Z4,N/A
1777488274820,q5,1,3,Z2,N/A
1777488274821,q5,1,4,Z4,N/A
1777488274821,q3,1,3,Z1,N/A
1777488274823,q1,1,4,Z2,N/A
1777488274824,q2,1,5,Z2,N/A
1777488274825,q2,0,18,Z2,N/A
1777488274827,q4,1,8,Z1,N/A
1777488274828,q1,1,3,Z2,N/A
1777488274829,q1,1,4,Z1,N/A
1777488274830,q3,0,21,Z4,N/A
1777488274832,q5,0,22,Z2,N/A
1777488274833,q5,0,24,Z4,N/A
1777488274834,q3,0,25,Z1,N/A
1777488274836,q1,0,27,Z2,N/A
1777488274837,q2,0,29,Z2,N/A
1777488274838,q4,0,29,Z1,N/A
1777488274839,q1,0,31,Z2,N/A
1777488274840,q1,0,31,Z1,N/A
1777488275811,q2,1,3,Z2,N/A
1777488275814,q3,1,4,Z5,N/A
1777488275815,q5,1,3,Z1,N/A
1777488275816,q2,1,4,Z2,N/A
1777488275816,q2,1,4,Z2,N/A
1777488275818,q4,1,4,Z4,N/A
1777488275818,q5,1,4,Z2,N/A
1777488275819,q4,1,4,Z2,N/A
1777488275820,q1,1,3,Z3,N/A
1777488275821,q5,1,3,Z2,N/A
1777488275822,q2,0,11,Z2,N/A
1777488275823,q3,0,12,Z5,N/A
1777488275824,q5,0,13,Z1,N/A
1777488275825,q2,0,13,Z2,N/A
1777488275826,q2,0,14,Z2,N/A
1777488275826,q4,0,15,Z4,N/A
1777488275827,q5,0,19,Z2,N/A
1777488275828,q5,0,15,Z2,N/A
1777488275829,q4,0,16,Z2,N/A
1777488275829,q1,0,17,Z3,N/A
1777488276829,q4,1,5,Z3,N/A
1777488276831,q4,1,6,Z1,N/A
1777488276834,q3,1,7,Z4,N/A
1777488276836,q1,1,7,Z1,N/A
1777488276838,q5,1,7,Z2,N/A
1777488276844,q2,1,7,Z3,N/A
1777488276849,q3,1,7,Z2,N/A
1777488276851,q5,1,8,Z2,N/A
1777488276854,q4,0,27,Z3,N/A
1777488276856,q2,1,13,Z3,N/A
1777488276861,q4,1,4,Z1,N/A
1777488276864,q4,0,31,Z1,N/A
1777488276867,q3,0,33,Z4,N/A
1777488276869,q1,0,34,Z1,N/A
1777488276871,q5,0,37,Z2,N/A
1777488276874,q5,0,48,Z2,N/A
1777488276876,q4,0,59,Z1,N/A
1777488276877,q2,0,42,Z3,N/A
1777488276879,q3,0,46,Z2,N/A
1777488276880,q2,0,55,Z3,N/A
1777488277812,q3,1,2,Z1,N/A
1777488277815,q2,1,2,Z3,N/A
1777488277816,q2,1,2,Z4,N/A
1777488277817,q5,1,2,Z3,N/A
1777488277818,q2,1,3,Z5,N/A
1777488277818,q5,1,3,Z3,N/A
1777488277819,q5,1,3,Z2,N/A
1777488277819,q1,1,3,Z4,N/A
1777488277820,q3,1,3,Z3,N/A
1777488277820,q2,1,4,Z1,N/A
1777488277821,q3,0,11,Z1,N/A
1777488277821,q2,0,11,Z3,N/A
1777488277822,q2,0,12,Z4,N/A
1777488277822,q5,0,12,Z3,N/A
1777488277823,q2,0,13,Z5,N/A
1777488277824,q1,0,15,Z4,N/A
1777488277825,q5,0,13,Z3,N/A
1777488277826,q5,0,14,Z2,N/A
1777488277827,q3,0,16,Z3,N/A
1777488277828,q2,0,16,Z1,N/A
1777488278815,q3,1,3,Z3,N/A
1777488278819,q5,1,4,Z2,N/A
1777488278819,q5,1,3,Z1,N/A
1777488278820,q1,1,3,Z2,N/A
1777488278821,q3,1,4,Z1,N/A
1777488278821,q1,1,4,Z2,N/A
1777488278822,q1,1,4,Z3,N/A
1777488278823,q5,1,4,Z5,N/A
1777488278824,q3,1,5,Z3,N/A
1777488278825,q4,1,4,Z1,N/A
1777488278826,q3,0,13,Z3,N/A
1777488278826,q5,0,13,Z2,N/A
1777488278827,q5,0,14,Z1,N/A
1777488278828,q1,0,13,Z2,N/A
1777488278828,q3,0,15,Z1,N/A
1777488278829,q1,0,16,Z2,N/A
1777488278830,q1,0,17,Z3,N/A
1777488278830,q5,0,18,Z5,N/A
1777488278831,q3,0,19,Z3,N/A
1777488278833,q4,0,20,Z1,N/A
1777488279818,q1,1,3,Z1,N/A
1777488279820,q4,1,3,Z2,N/A
1777488279821,q5,1,3,Z3,N/A
1777488279821,q4,1,3,Z4,N/A
1777488279822,q1,1,3,Z3,N/A
1777488279823,q5,1,3,Z2,N/A
1777488279824,q1,1,3,Z3,N/A
1777488279825,q1,1,3,Z2,N/A
1777488279826,q1,1,3,Z1,N/A
1777488279827,q5,1,4,Z5,N/A
1777488279828,q1,0,13,Z1,N/A
1777488279829,q4,0,13,Z2,N/A
1777488279830,q5,0,14,Z3,N/A
1777488279831,q4,0,14,Z4,N/A
1777488279832,q1,0,14,Z3,N/A
1777488279832,q5,0,15,Z2,N/A
1777488279833,q1,0,16,Z3,N/A
1777488279834,q1,0,17,Z2,N/A
1777488279835,q5,0,18,Z5,N/A
1777488279836,q1,0,18,Z1,N/A
1777488280814,q5,1,3,Z1,N/A
1777488280817,q4,1,3,Z1,N/A
1777488280818,q3,1,3,Z1,N/A
1777488280818,q3,1,3,Z2,N/A
1777488280819,q4,1,3,Z3,N/A
1777488280819,q1,1,3,Z4,N/A
1777488280820,q3,1,3,Z5,N/A
1777488280821,q3,1,4,Z3,N/A
1777488280822,q5,1,4,Z1,N/A
1777488280823,q4,1,3,Z2,N/A
1777488280824,q5,0,11,Z1,N/A
1777488280824,q4,0,11,Z1,N/A
1777488280825,q3,0,11,Z1,N/A
1777488280825,q3,0,11,Z2,N/A
1777488280826,q4,0,12,Z3,N/A
1777488280827,q1,0,13,Z4,N/A
1777488280828,q3,0,14,Z5,N/A
1777488280829,q3,0,15,Z3,N/A
1777488280830,q5,0,14,Z1,N/A
1777488280831,q4,0,15,Z2,N/A
1777488281814,q2,1,2,Z1,N/A
1777488281815,q2,1,2,Z4,N/A
1777488281816,q1,1,1,Z4,N/A
1777488281817,q3,1,1,Z5,N/A
1777488281817,q4,1,2,Z3,N/A
1777488281818,q2,1,2,Z1,N/A
1777488281819,q2,1,2,Z4,N/A
1777488281819,q2,1,2,Z2,N/A
1777488281820,q2,0,11,Z1,N/A
1777488281822,q2,1,6,Z1,N/A
1777488281823,q4,1,4,Z1,N/A
1777488281824,q1,0,13,Z4,N/A
1777488281824,q2,0,12,Z4,N/A
1777488281825,q3,0,15,Z5,N/A
1777488281826,q4,0,16,Z3,N/A
1777488281827,q2,0,16,Z1,N/A
1777488281827,q2,0,17,Z4,N/A
1777488281828,q2,0,18,Z2,N/A
1777488281831,q2,0,21,Z1,N/A
1777488281831,q4,0,21,Z1,N/A
1777488282814,q3,1,2,Z1,N/A
1777488282817,q1,1,2,Z1,N/A
1777488282818,q4,1,3,Z3,N/A
1777488282819,q3,1,3,Z2,N/A
1777488282820,q5,1,3,Z1,N/A
1777488282820,q1,1,3,Z3,N/A
1777488282821,q5,1,3,Z3,N/A
1777488282822,q4,1,4,Z2,N/A
1777488282823,q1,1,4,Z1,N/A
1777488282823,q1,1,4,Z4,N/A
1777488282824,q3,0,10,Z1,N/A
1777488282825,q1,0,11,Z1,N/A
1777488282827,q4,0,12,Z3,N/A
1777488282828,q3,0,12,Z2,N/A
1777488282829,q5,0,13,Z1,N/A
1777488282832,q1,0,18,Z4,N/A
1777488282833,q1,0,14,Z3,N/A
1777488282834,q5,0,15,Z3,N/A
1777488282835,q4,0,16,Z2,N/A
1777488282835,q1,0,17,Z1,N/A
1777488283814,q2,1,2,Z2,N/A
1777488283817,q4,1,2,Z1,N/A
1777488283818,q1,1,2,Z1,N/A
1777488283819,q3,1,3,Z1,N/A
1777488283820,q3,1,3,Z1,N/A
1777488283821,q2,1,4,Z3,N/A
1777488283822,q5,1,4,Z3,N/A
1777488283823,q1,1,3,Z1,N/A
1777488283823,q2,0,10,Z2,N/A
1777488283825,q4,0,15,Z1,N/A
1777488283826,q1,0,16,Z1,N/A
1777488283827,q3,0,17,Z1,N/A
1777488283828,q3,0,17,Z1,N/A
1777488283830,q4,0,16,Z4,N/A
1777488283833,q2,0,18,Z3,N/A
1777488283834,q5,0,19,Z3,N/A
1777488283835,q1,0,21,Z1,N/A
1777488283838,q4,0,28,Z4,N/A
1777488283839,q4,0,22,Z3,N/A
1777488283843,q4,0,31,Z3,N/A
1777488284826,q4,1,4,Z4,N/A
1777488284828,q5,1,4,Z1,N/A
1777488284833,q4,1,4,Z2,N/A
